CONSULTA DE CENTROS Y SERVICIOS EDUCATIVOS;;;;;;;;;;;;;;
AREA TERRITORIAL;CODIGO CENTRO;TIPO DE CENTRO;CENTRO;DOMICILIO;MUNICIPIO;DISTRITO MUNICIPAL;COD. POSTAL;TELEFONO;FAX;EMAIL;EMAIL2;TITULARIDAD
Madrid-Capital;28063015;EEI;LA ALDEA;Calle Principal, 4 ;Madrid;Villaverde;28021;917956270;917956270;eei.laaldea.madrid@educa.madrid.org;escuelainfantillaaldea@hotmail.com;Público;
Madrid-Capital;28072031;EEI;LA ALEGRIA DE LA HUERTA;Calle De Helsinki, 2 ;Madrid;San Blas-Canillejas;28022;608301002;-;eei.laalegriadelahuerta.madrid@educa.madrid.org;eeilaalegriadelahuerta@gmail.com;Público;
Madrid-Capital;28043429;EEI;LA ALMUDENA;Calle De Motilla Del Palancar, 19 ;Madrid;Hortaleza;28043;913003078;917590884;eei.laalmudena.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28078961;EEI;LA ARDILLA;Calle Príncipe Carlos C/v Pintor Ignacio Zuluaga ;Madrid;Hortaleza;28050;-;-;eei.laardilla.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28078973;EEI;LA BOLA DE CRISTAL;Calle De Las Islas Bisagos, 13 ;Madrid;Moncloa-Aravaca;28039;-;-;eei.laboladecristal.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28067689;EEI;LA BRISA;Calle Vía Límite, S/n ;Madrid;Tetuán;28029;913449875;913449875;eei.numerocuatro-tetuan.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28080402;EEI;LA BRUJA AVERÍA-LOLO RICO;Calle De Rodas, 20 ;Madrid;Centro;28005;-;-;eei.labrujaaveria.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28047071;EEI;LA CABRERA;Calle De Paraguay, 17 ;Cabrera, La;-;28751;918688512;918688512;cn.lacabrera@educa.madrid.org;nieves.santamaria@madrid.org;Público;
Madrid-Este;28044197;EEI;LA CAÑADA;Avenida De Berlín, 25 ;Coslada;-;28822;916733886;-;eei.lacanada.coslada@educa.madrid.org;-;Público;
Madrid-Este;28046935;EEI;LA CAÑADA DE ARDOZ;Calle Cañada, 52 ;Torrejón de Ardoz;-;28850;916776716;916776716;eei.lacanada.torrejondeardoz@educa.madrid.org;rosa.santamaria@madrid.org;Público;
Madrid-Capital;28043788;EEI;LA CARACOLA;Calle De Belorado, 1 ;Madrid;Fuencarral-El Pardo;28034;913341938;-;eei.lacaracola.madrid@educa.madrid.org;escuelacaracola@gmail.com;Público;
Madrid-Norte;28046984;EEI;LA CHOPERA;Calle Del Pintor Velázquez, 38 ;Alcobendas;-;28100;916617508;916597676;eei.lachopera.alcobendas@educa.madrid.org;-;Público;
Madrid-Capital;28071841;EEI;LA CHULAPONA;Calle De Bahía De Palma, 13 ;Madrid;Barajas;28042;913122028;913121392;eei.lachulapona.madrid@educa.madrid.org;eilachulapona@arcinature.com;Público;
Madrid-Este;28070925;EEI;LA CIGARRA Y LA HORMIGA;Calle Telémaco, S/n ;Torrejón de Ardoz;-;28850;914953153;-;eei.lacigarraylahormiga.torrejondeardoz@educa.madrid.org;-;Público;
Madrid-Oeste;28046959;EEI;LA CIGÜEÑA MARIA;Avenida De España, 229 ;Rozas de Madrid, Las;-;28231;916345786;916345786;eei.laciguenamaria.lasrozas@educa.madrid.org;cigumaria@hotmail.com;Público;
Madrid-Capital;28047484;EEI;LA COLINA;Calle De Nuestra Señora De Araceli, 2 ;Madrid;Barajas;28042;913010167;-;eei.lacolina.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28070241;EEI;LA COMBA;Calle Alcalde Pedro González González, 26 ;Leganés;-;28914;916485881;-;eei.lacomba.leganes@educa.madrid.org;-;Público;
Madrid-Norte;28044033;EEI;LA COMBA;Avenida De Aragón, 1 ;San Sebastián de los Reyes;-;28702;916586846;-;eei.lacomba.sansebastian@educa.madrid.org;-;Público;
Madrid-Este;28047526;EEI;LA COMETA;Calle Córdoba, 2 ;Alcalá de Henares;-;28804;918832356;918832356;eei.lacometa.alcala@educa.madrid.org;-;Público;
Madrid-Capital;28057431;EEI;LA CORNISA;Calle Del Cristo De La Victoria, 23 ;Madrid;Usera;28026;917920520;-;eei.lacornisa.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28071954;EEI;LA CORTE DEL FARAON;Calle De Chantada, 41a ;Madrid;Fuencarral-El Pardo;28035;910596706;-;eei.lacortedelfaraon.madrid@educa.madrid.org;eilacortedefaraon@madrid.es;Público;
Madrid-Oeste;28047541;EEI;LA DEHESA;Calle De Alfonso Xiii, 18 ;Escorial, El;-;28280;918907253;-;eei.ladehesa.elescorial@educa.madrid.org;cesteban2@educa.madrid.org;Público;
Madrid-Capital;28072041;EEI;LA DEL MANOJO DE ROSAS;Calle De Ravena, 12 ;Madrid;San Blas-Canillejas;28032;687417235;-;eei.ladelmanojoderosas.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28071929;EEI;LA DEL SOTO DEL PARRAL;Calle De Las Trompas, 12 ;Madrid;Latina;28054;915084790;915084790;eei.ladelsotodelparral.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28065310;EEI;LA ENCINA;Calle Volturno, S/n ;Pozuelo de Alarcón;-;28223;915180311;915180311;eei.laencina.pozuelodealarcon@educa.madrid.org;ei.laencina@hotmail.com;Público;
Madrid-Este;28071152;EEI;LA ESPIGA;Calle Abedul, 4 ;Ajalvir;-;28864;918844352;-;eei.laespiga.ajalvir@educa.madrid.org;ajalvi@chiquitin.es;Público;
Madrid-Este;28064287;EEI;LA FLAUTA MAGICA;Calle Gonzalo Torrente Ballester, S/n ;Alcalá de Henares;-;28805;918020595;-;eei.laflautamagica.alcala@educa.madrid.org;-;Público;
Madrid-Norte;28046996;EEI;LA FORESTA;Sector Foresta, 15 ;Tres Cantos;-;28760;918038201;918038201;eei.laforesta.trescantos@educa.madrid.org;-;Público;
Madrid-Capital;28072016;EEI;LA GRAN VIA;Calle De Silvano, 99 ;Madrid;Hortaleza;28043;913880412;-;eei.lagranvia.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28043557;EEI;LA JARA;Calle De Las Hijas De Jesús, 30 ;Madrid;Usera;28026;914769480;914769480;eei.lajara.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28058160;EEI;LA LINTERNA MAGICA;Calle De Alicante, S/n ;Fuenlabrada;-;28945;916062543;914989048;eei.lalinternamagica.fuenlabrada@educa.madrid.org;carmen.munoz.leon@madrid.org;Público;
Madrid-Norte;28048579;EEI;LA LOCOMOTORA;Avenida De Pontevedra, 2 ;San Sebastián de los Reyes;-;28702;916547281;916521682;eei.lalocomotora.sansebastian@educa.madrid.org;-;Público;
Madrid-Capital;28043791;EEI;LA LUNA;Calle De Benimamet, 109 ;Madrid;Villaverde;28021;915051417;917951408;eei.laluna.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28047575;EEI;LA LUNA;Calle Campos De Castilla, S/n ;Getafe;-;28909;916848752;916848752;eei.laluna.getafe@educa.madrid.org;-;Público;
Madrid-Oeste;28071565;EEI;LA MARAZUELA;Calle De San Juan Bautista C/v Cerro De La Paloma ;Rozas de Madrid, Las;-;28231;626419196;-;eei.lamarazuela.lasrozas@educa.madrid.org;eilamarazuela@hotmail.es;Público;
Madrid-Capital;28079138;EEI;LA MELONERA;Calle De Eros, 2 ;Madrid;Arganzuela;28045;-;-;eei.lamelonera.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28072077;EEI;LA MIMOSA;Calle De La Tía Javiera, 4 ;Fuenlabrada;-;28942;916002470;-;eei.lamimosa.fuenlabrada@educa.madrid.org;-;Público;
Madrid-Sur;28047401;EEI;LA NORIA;Avenida Francia, 22 ;Leganés;-;28916;916803486;916803486;eei.lanoria.leganes@educa.madrid.org;nuevoequipo1994@yahoo.es;Público;
Madrid-Capital;28071000;EEI;LA OLIVA;Calle De Gainza, 46 ;Madrid;Usera;28041;915357863;-;eei.laoliva.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28044859;EEI;LA PALOMA;Calle De Tabernillas, 4 ;Madrid;Centro;28005;913642491;913669006;eei.municipallapaloma.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28043594;EEI;LA PALOMA;Calle De Agustín García Malla, 8 ;Madrid;Villa de Vallecas;28031;913052986;913312931;eei.lapaloma.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28071930;EEI;LA PATRIA CHICA;Calle Del Patrimonio De La Humanidad, 31 ;Madrid;Carabanchel;28054;915116786;915082982;eei.lapatriachica.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28044227;EEI;LA PIÑATA;Calle Costa Rica, 26 ;Fuenlabrada;-;28945;916979647;916979647;eei.lapinata.fuenlabrada@educa.madrid.org;pilar.ayuso@madrid.org;Público;
Madrid-Capital;28043612;EEI;LA PLAZUELA;Calle De Los Mártires De La Ventilla, 32 ;Madrid;Tetuán;28029;913150380;917334929;eei.laplazuela.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28048661;EEI;LA PRADERA;Calle De Antonio Vico, 8 ;Madrid;Carabanchel;28019;914723816;914723816;eei.lapradera.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28073586;EEI;LA PRINCESA;Calle Mediterráneo, S/n ;Alcorcón;-;28922;914214080;-;eei.laprincesa.alcorcon@educa.madrid.org;almudena.lopez.marino@madrid.org;Público;
Madrid-Este;28047666;EEI;LA RAMPA;Calle Chile, S/n ;Coslada;-;28822;916741473;916741473;eei.larampa.coslada@educa.madrid.org;-;Público;
Madrid-Capital;28071863;EEI;LA REVOLTOSA;Calle De José Antonio Rebolledo Y Palma, 18 ;Madrid;Villa de Vallecas;28031;914944330;914944330;eei.larevoltosa.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28071966;EEI;LA ROSA DEL AZAFRAN;Calle De La Cueva De Montesinos, 2 ;Madrid;Fuencarral-El Pardo;28034;917344966;-;eei.larosadelazafran.madrid@educa.madrid.org;larosadelazafran@outlook.com;Público;
Madrid-Oeste;28068104;EEI;LA TARARA;Calle Manuel De Falla, 33 ;Majadahonda;-;28222;916029035;916029035;eei.latarara.majadahonda@educa.madrid.org;-;Público;
Madrid-Oeste;28047514;EEI;LA VACA FLORA ;Calle Los Madroños, 7 ;Collado Villalba;-;28400;659179016;-;eei.lavacaflora.colladovillalba@educa.madrid.org;ei.lavacaflora@grupo5.net;Público;
Madrid-Capital;28071917;EEI;LA VERBENA DE LA PALOMA;Calle Del Fuerte De Navidad, 17 ;Madrid;Latina;28044;662146398;-;eei.laverbenadelapaloma.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28070640;EEI;LAS AMAPOLAS;Calle Del Óbolo, 14 ;Madrid;Carabanchel;28054;915115338;-;eei.lasamapolas.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28059462;EEI;LAS ARDILLAS;Calle Señora Sergia, S/n ;Torrelodones;-;28250;918592001;918592001;eei.lasardillas.torrelodones@educa.madrid.org;m.carmen.diaz@madrid.org;Público;
Madrid-Capital;28070998;EEI;LAS AZALEAS;Calle De Portugalete, 6 ;Madrid;Ciudad Lineal;28017;914402088;-;eei.lasazaleas.madrid@educa.madrid.org;eilasazaleas@grupoclece.com;Público;
Madrid-Este;28070299;EEI;LAS BRISAS;Avenida Conde De Belmonte, S/n ;Belmonte de Tajo;-;28390;918727501;-;eei.lasbrisas.belmonte@educa.madrid.org;-;Público;
Madrid-Oeste;28059589;EEI;LAS CASITAS;Calle Madrid, 38 ;Colmenarejo;-;28270;910849058;-;eei.lascasitas.colmenarejo@educa.madrid.org;lascasitascolmenarejo@gmail.com;Público;
Madrid-Este;28043892;EEI;LAS CIGÜEÑAS;Calle De Daoiz Y Velarde, S/n ;Mejorada del Campo;-;28840;916792483;916792834;eei.lasciguenas.mejorada@educa.madrid.org;-;Público;
Madrid-Sur;28072363;EEI;LAS CIGÜEÑAS;Calle De Lima, 39 ;Fuenlabrada;-;28945;911138536;-;eei.lasciguenas.fuenlabrada@educa.madrid.org;-;Público;
Madrid-Norte;28044045;EEI;LAS CUMBRES;Avenida De Andalucía, 11 ;San Sebastián de los Reyes;-;28702;916518668;916511249;eei.lascumbres.sansebastian@educa.madrid.org;trinidad.naranjo@madrid.org;Público;
Madrid-Sur;28065978;EEI;LAS FLORES;Calle Los Nardos, S/n ;Alcorcón;-;28925;916429947;-;eei.lasflores.alcorcon@educa.madrid.org;-;Público;
Madrid-Sur;28073847;EEI;LAS FLORES DE LA FORTUNA;Calle Oporto, 6 ;Leganés;-;28917;-;-;eei.lasfloresdelafortuna.leganes@educa.madrid.org;lasfloresdelafortuna@kidsco.es;Público;
Madrid-Sur;28072284;EEI;LAS GOLONDRINAS;Calle Cuesta De Cazadores, S/n ;Griñón;-;28971;918103254;-;eei.lasgolondrinas.grinon@educa.madrid.org;-;Público;
Madrid-Capital;28072053;EEI;LAS LEANDRAS;Carretera Acceso A Estación De O'donnell C/v A Deyanira, S/n ;Madrid;San Blas-Canillejas;28022;917421217;-;eei.lasleandras.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28043570;EEI;LAS MARAVILLAS;Calle De Anselmo Lorenzo, 4 ;Madrid;Latina;28044;915091069;917066735;eei.lasmaravillas.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28070123;EEI;LAS MENINAS;Calle Miró, 1 ;Valdemorillo;-;28210;918977739;-;eei.lasmeninas.valdemorillo@educa.madrid.org;-;Público;
Madrid-Capital;28070652;EEI;LAS MERCEDES;Calle De Samaniego, 22 ;Madrid;San Blas-Canillejas;28022;917470878;-;eei.lasmercedes.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28061699;EEI;LAS NUBES;Calle De Antonio Nebrija, 7 ;Madrid;Retiro;28007;915012443;915012443;eei.lasnubes.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28078985;EEI;LAS PLEYADES;Avenida De Secundino Zuazo, 34 ;Madrid;Hortaleza;28055;-;-;-;-;Público;
Madrid-Capital;28061705;EEI;LAS VIÑAS;Calle Del Estudio, 6 ;Madrid;Moncloa-Aravaca;28023;913078175;-;eei.lasvinas.madrid@educa.madrid.org;ei.las.vinas@gmail.com;Público;
Madrid-Sur;28043831;EEI;LOPE DE VEGA;Calle Lope De Vega, 8 ;Leganés;-;28912;916931782;916931782;eei.lopedevega.leganes@educa.madrid.org;-;Público;
Madrid-Este;28044094;EEI;LORETO;Avenida Virgen De Loreto, 22 ;Torrejón de Ardoz;-;28850;916560454;916560454;eei.loreto.torrejondeardoz@educa.madrid.org;-;Público;
Madrid-Sur;28043961;EEI;LOS ABETOS;Calle Alfonso Xiii, 29 ;Parla;-;28982;916983005;916057688;eei.losabetos.parla@educa.madrid.org;eiabetos@clece.es;Público;
Madrid-Oeste;28048981;EEI;LOS ALAMOS;Calle Gerardo Diego, S/n ;Pozuelo de Alarcón;-;28223;913514310;913514310;eei.losalamos.pozuelodealarcon@educa.madrid.org;manuela.carracedo@educa.madrid.org;Público;
Madrid-Este;28057532;EEI;LOS ALMENDROS;Calle Portugal, S/n ;Villalbilla;-;28810;918793567;-;eei.losalmendros.villalbilla@educa.madrid.org;-;Público;
Madrid-Capital;28043430;EEI;LOS ANGELES;Calle De Bravo Murillo, 241 ;Madrid;Tetuán;28020;915701196;915701196;eei.losangeles.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28047502;EEI;LOS ARCOS;Calle De Juan Gris, S/n ;Colmenar Viejo;-;28770;918467133;918452202;eei.losarcos.colmenarviejo@educa.madrid.org;-;Público;
Madrid-Oeste;28049092;EEI;LOS CEDROS;Camino Móstoles, 1 ;Villanueva de la Cañada;-;28691;918155927;-;eei.loscedros.villanuevadelacanada@educa.madrid.org;elisa.garciar@madrid.org;Público;
Madrid-Capital;28048208;EEI;LOS COMPAÑEROS;Calle De Rafael Fernández Hijicos, 12 ;Madrid;Puente de Vallecas;28038;917863694;913038056;eei.loscompaneros.madrid@educa.madrid.org;eicompa@yahoo.es;Público;
Madrid-Este;28046960;EEI;LOS CUENTOS;Calle José Caballero, 2 ;Alcalá de Henares;-;28805;918832770;918832770;eei.loscuentos.alcala@educa.madrid.org;-;Público;
Madrid-Capital;28043511;EEI;LOS DELFINES;Calle De Esteban Carros, 37 ;Madrid;Puente de Vallecas;28053;917857247;917857247;eei.losdelfines.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28044239;EEI;LOS ENEBROS;Calle De Mariano Prados, 8 ;Colmenar Viejo;-;28770;918454861;918486386;eei.losenebros.colmenarviejo@educa.madrid.org;-;Público;
Madrid-Capital;28071905;EEI;LOS GAVILANES;Calle De Tiziano, 7 ;Madrid;Tetuán;28020;915799142;915710638;eei.losgavilanes.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28043545;EEI;LOS GIRASOLES;Calle De Ramón Pérez De Ayala, 58 B ;Madrid;Puente de Vallecas;28038;914374020;-;eei.losgirasoles.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28047563;EEI;LOS GORRIONES;Calle De Fuengirola, 25 ;Madrid;Puente de Vallecas;28018;913030574;913030574;eei.losgorriones.madrid@educa.madrid.org;losgorriones@gmail.com;Público;
Madrid-Capital;28047711;EEI;LOS JUNCOS;Plaza De La Juventud, 7 ;Madrid;Vicálvaro;28032;913719837;913719837;eei.losjuncos.madrid@educa.madrid.org;escuelalosjuncos@gmail.com;Público;
Madrid-Oeste;28065322;EEI;LOS MADROÑOS;Calle Zafiro, 1 ;Pozuelo de Alarcón;-;28224;913520656;913520656;eei.losmadronos.pozuelodealarcon@educa.madrid.org;-;Público;
Madrid-Este;28061675;EEI;LOS MOLINOS;Calle José Ruiz Azorín, 65 ;Alcalá de Henares;-;28806;918831121;-;eei.losmolinos.alcala@educa.madrid.org;concepcion.ramos.valbuena@madrid.org;Público;
Madrid-Sur;28057453;EEI;LOS OLIVOS;Calle Artemisa, 6 ;Valdemoro;-;28341;918018271;-;eei.losolivos.valdemoro@educa.madrid.org;-;Público;
Madrid-Sur;28058184;EEI;LOS PARAISOS;Paseo Del Prado, S/n ;Valdemoro;-;28343;918084808;-;eei.losparaisos.valdemoro@educa.madrid.org;-;Público;
Madrid-Sur;28044151;EEI;LOS PINGÜINOS;Calle De La Sierra De Albarracín, S/n ;Alcorcón;-;28923;916114216;916114216;eei.lospinguinos.alcorcon@educa.madrid.org;eei.lospinguinos.alcorcon@educa.madrid.org;Público;
Madrid-Capital;28044860;EEI;LOS PINOS;Calle De Rocafort, 4 ;Madrid;Villaverde;28021;915052557;915052557;eei.lospinos.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28070196;EEI;LOS PINOS DE MAEVE;Calle De Los Pinos, 13 ;Alcorcón;-;28922;918315655;-;eei.lospinosdemaeve.alcorcon@educa.madrid.org;eeilospinos@gmail.com;Público;
Madrid-Norte;28060658;EEI;LOS PUERTOS;Calle De Los Tintes, 44 ;Colmenar Viejo;-;28770;918441345;-;eei.lospuertos.colmenarviejo@educa.madrid.org;eei.lospuertos.colmenarviejo@educa.madrid.org;Público;
Madrid-Capital;28071875;EEI;LOS SOBRINOS DEL CAPITAN GRANT;Avenida De La Gavia, 22 ;Madrid;Villa de Vallecas;28031;913852400;913852400;eei.lossobrinosdelcapitangrant.madrid@educa.madrid.org;-;Público;
Madrid-Oeste;28068268;EEI;LOS TAJETES;Camino De Manzanares, 28 ;Hoyo de Manzanares;-;28240;918568318;918568318;eei.lostajetes.hoyodemanzanares@educa.madrid.org;-;Público;
Madrid-Oeste;28071012;EEI;LOS TILOS;Paseo De Los Tilos, 20 ;Guadarrama;-;28440;918540678;918540678;eei.lostilos.guadarrama@educa.madrid.org;-;Público;
Madrid-Capital;28043673;EEI;LOS TITERES;Plaza De Alloz, 1 ;Madrid;Carabanchel;28025;914652070;914652070;eei.lostiteres.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28066004;EEI;LUIS BELLO;Calle De Juan Bautista De Toledo, 5 ;Madrid;Chamartín;28002;914132979;-;eei.luisbello.madrid@educa.madrid.org;-;Público;
Madrid-Capital;28071899;EEI;LUISA FERNANDA;Calle Del Cocherón De La Villa, 29 ;Madrid;Puente de Vallecas;28031;913329620;913329620;eei.luisafernanda.madrid@educa.madrid.org;eicocheron@gmail.com;Público;
Madrid-Este;28050628;EEI;LUNA LUNERA;Calle De San Sebastián, 1 ;Rivas-Vaciamadrid;-;28523;916669782;916669783;eei.lunalunera.rivas@educa.madrid.org;eilunalunera@telefonica.net;Público;
Madrid-Sur;28044291;EEI;MAFALDA;Avenida De Las Arcas Del Agua, 11 ;Getafe;-;28905;912027974;-;eei.mafalda.getafe@educa.madrid.org;-;Público;
Madrid-Sur;28070214;EEI;MAGO DE OZ;Calle De Los Madroños C/v Los Robles, S/n ;Alcorcón;-;28922;916442764;-;eei.magodeoz.alcorcon@educa.madrid.org;eei.magodeoz@gmail.com;Público;
Madrid-Oeste;28047605;EEI;MANANTIAL;Calle Siega, 4 ;Galapagar;-;28260;918583050;918583050;eei.manantial.galapagar@educa.madrid.org;-;Público;
Madrid-Norte;28057714;EEI;MANZANARES EL REAL Nº 1;Calle Rincón De Aragón, S/n ;Manzanares el Real;-;28410;918530269;-;eei.numerouno.manzanares@educa.madrid.org;Eva Mª Fernández Ramírez;Público;
Madrid-Capital;28080414;EEI;MARGARITA SALAS;Calle De Cavanilles, 56 ;Madrid;Retiro;28007;-;-;eei.margaritasalas.madrid@educa.madrid.org;eicavanilles@madrid.es;Público;
Madrid-Sur;28065346;EEI;MARIA LUISA GEFAELL;Calle Cerro De Los Ángeles, 1 ;Villaviciosa de Odón;-;28670;917654108;917654110;eei.mluisagefaell.villaviciosa@educa.madrid.org;eeimarialuisagefaell@gmail.com;Público;
Madrid-Este;28044082;EEI;MARIONETAS;Calle Salvador Allende, 6 ;Torrejón de Ardoz;-;28850;916753606;916753606;eei.marionetas.torrejondeardoz@educa.madrid.org;antonio.martinez.villar@mardid.org;Público;
Madrid-Sur;28065309;EEI;MARTA MATA;Calle Torroja, 11 ;Getafe;-;28903;647520796;-;eei.martamata.getafe@educa.madrid.org;-;Público;
Madrid-Norte;28047198;EEI;MIRAFLORES DE LA SIERRA;Avenida De La Constitución, 1 ;Miraflores de la Sierra;-;28792;918443795;918265364;cn.miraflores@educa.madrid.org;-;Público;
Madrid-Capital;28071981;EEI;MOLINOS DE VIENTO;Camino De La Fuente De Arriba, 2 ;Madrid;Vicálvaro;28032;917753905;917753905;eei.molinosdeviento.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28047010;EEI;MOMO;Calle Carabanchel, S/n ;Parla;-;28981;916053347;-;eei.momo.parla@educa.madrid.org;-;Público;
Madrid-Oeste;28044011;EEI;MONTE ABANTOS;Calle Calvario, 43 ;San Lorenzo de El Escorial;-;28200;918901720;918901720;eei.monteabantos.sanlorenzo@educa.madrid.org;-;Público;
Madrid-Este;28044185;EEI;MUNICIPAL DE ARGANDA DEL REY;Calle Piragua, 2 ;Arganda del Rey;-;28500;918760044;-;eei.municipal.arganda@educa.madrid.org;-;Público;
Madrid-Este;28072417;EEI;NANA DE LA CEBOLLA;Calle Fernando Trueba, 6 ;Rivas-Vaciamadrid;-;28521;914997397;914997397;eei.nanadelacebolla.rivas@educa.madrid.org;-;Público;
Madrid-Sur;28073124;EEI;NANAS;Calle Pablo Neruda, 3 ;Alcorcón;-;28922;916443586;916443586;eei.nanas.alcorcon@educa.madrid.org;SOCIEDAD COOPERATIVA MADRILEÑA TIC-TAC.;Público;
Madrid-Sur;28066314;EEI;NICOLAS GUILLEN;Camino De Torrejón De Velasco, 5 ;Casarrubuelos;-;28977;918167143;918167143;eei.nicolasguillen.casarrubuelos@educa.madrid.org;-;Público;
Madrid-Capital;28043582;EEI;ORI-ORI;Calle De Santa Tecla, 3 ;Madrid;San Blas-Canillejas;28022;917423489;917416239;eei.oriori.madrid@educa.madrid.org;-;Público;
Madrid-Sur;28073215;EEI;OSA MAYOR;Calle Casiopea, 14 ;Móstoles;-;28938;916463375;916463375;eei.osamayor.mostoles@educa.madrid.org;marialaura.sobrino.gonzalez@madrid.org;Público;
Madrid-Capital;28066247;EEI;OSA MENOR;Calle De Mejía Lequerica, 21 ;Madrid;Centro;28004;914472234;914472234;eei.osamenor.madrid@educa.madrid.org;felisa.llach@madrid.org;Público;
Madrid-Oeste;28002713;EEI;PADRE GERARDO GIL;Calle Del Padre Villacastín, S/n ;Escorial, El;-;28280;918902850;918901992;eei.gerardogil.elescorial@educa.madrid.org;eeigerardogil@yahoo.es;Público;
Madrid-Capital;28067884;EEI;PALMAS PALMITAS;Calle De San Juan De Ortega, S/n ;Madrid;Fuencarral-El Pardo;28050;914273077;-;eei.palmaspalmitas.madrid@educa.madrid.org;eeipalmaspalmitas@gmail.com;Público;
Madrid-Sur;28058172;EEI;PANDORA;Calle Del Álamo, 3 ;Leganés;-;28918;916898469;916898469;eei.pandora.leganes@educa.madrid.org;eipandora03@gmail.com;Público;
Madrid-Sur;28047617;EEI;PARQUE COIMBRA;Calle Del Cerezo, S/n ;Móstoles;-;28935;916475053;-;eei.parquecoimbra.mostoles@educa.madrid.org;coimbra@educainfantilmostoles.org;Público;
Madrid-Capital;28047897;EEI;PARQUE DE HORTALEZA;Calle Del Mar Caspio, 6 ;Madrid;Hortaleza;28033;913815461;913815461;eei.parquehortaleza.madrid@educa.madrid.org;eei.parquedehortaleza.madrid@educa.madrid.org;Público;
Madrid-Capital;28080748;EEI;PARQUE INGENIEROS;Calle Santo De La Isidra C/v Tabernera Del Puerto ;Madrid;Villaverde;28041;-;-;eei.parqueingenieros.madrid@educa.madrid.org;-;Público;
Madrid-Norte;28049134;EEI;PASACALLES;Calle De Miguel Delibes, 1 ;Algete;-;28110;916292646;916292646;eei.pasacalles.algete@educa.madrid.org;-;Público;
Madrid-Este;28065383;EEI;PASO A PASITO;Calle Valencia, S/n ;Paracuellos de Jarama;-;28860;916581988;916581988;eei.pasoapasito.paracuellos@educa.madrid.org;emi.pasoapasito@paracuellosdejarama.es;Público;
